,dLQ,sLQ,non-res
All,1.0,1.0,1.0
Maximum 1 light lepton,0.9780275,0.9622275,0.9598733333333334
At least 2 leptons,0.10717125,0.18117125,0.22248
Exactly 2 leptons,0.10395375,0.17692375,0.22092
hadronic selection,0.0442025,0.074175,0.09844
sLQ selection,0.01915,0.04055,0.025786666666666666
DeltaR > 0.3,0.01915,0.04055,0.025786666666666666
