,dLQ,sLQ,non-res
All,1.0,1.0,1.0
Maximum 1 light lepton,0.9760525,0.96152125,0.9648933333333334
At least 2 leptons,0.11041,0.18167375,0.2088
Exactly 2 leptons,0.10709625,0.177715,0.20752666666666666
hadronic selection,0.04439,0.07322625,0.09246666666666667
sLQ selection,0.0189075,0.03969125,0.023226666666666666
DeltaR > 0.3,0.0189075,0.03969125,0.023226666666666666
