,1000.0,1250.0,1500.0,1750.0,2000.0,2250.0,2500.0
0.25,35.88403617891142,10.64755958355918,2.491415554271075,0.9198730163157132,0.5226793186270775,0.6714171914505448,0.720414853868518
0.5,50.39584085491715,15.19467969785541,3.5810305816593173,1.3040824248819356,0.7774189374686635,0.9249015538835006,0.9897749807539504
1.0,63.26022351308049,19.19571745710132,4.626016715342789,1.6490973881978839,0.9571268124483638,1.0631761930594545,1.103892808006811
1.5,75.80880249773035,23.33203537739479,5.894230201487612,2.1313459141135866,1.2074203361021683,1.252904548094416,1.2181194839418563
1.8,88.05988936452965,27.62553790689815,7.352535555775868,2.750786325492665,1.5411822973114195,1.4799296103284538,1.3794349092257596
2.0,100.01693827207191,32.04445470252461,8.982788599215533,3.5373131225169563,2.0201762873949676,1.8319499907498207,1.6293402971370026
2.5,114.62712962463846,38.20615347994169,11.785474937923604,5.15217463346257,3.095197165612528,2.634755197363041,2.1727334148990978
3.0,133.5334784575302,47.42175446650139,16.53422705006831,8.252081581746362,5.237043729577144,4.24230291458552,3.270531069479575
3.5,158.89802771814016,61.115763959490934,24.42151197225664,13.59291438598215,9.010573078861574,7.185486535343822,5.217037118332637
