,250,500,750,1000,1250,1500,1750,2000,2250,2500
0.25,0.003825,0.001664,0.00167,0.001701,0.001753,0.00178,0.001797,0.001821,0.001841,0.001843
0.5,0.06161,0.006181,0.002265,0.001701,0.001629,0.001595,0.001634,0.001699,0.001723,0.001741
1.0,1.052,0.1025,0.02337,0.00809,0.003897,0.002455,0.001934,0.001726,0.00162,0.001633
1.5,5.37,0.5409,0.1252,0.04228,0.01796,0.008933,0.005196,0.003436,0.002564,0.002098
2.0,17.13,1.69,0.408,0.139,0.05897,0.02874,0.0157,0.009244,0.006099,0.004297
2.5,42.15,4.26,1.011,0.3488,0.1483,0.07222,0.03936,0.02315,0.0146,0.009652
3.0,83.17,8.963,2.119,0.7298,0.315,0.1544,0.08424,0.04941,0.03089,0.02013
3.5,162.0,16.6,3.935,1.373,0.5882,0.2919,0.1583,0.09392,0.05821,0.03802
