,500,625,750,875,1000,1125,1250,1375,1500,1625,1750,1875,2000,2125,2250,2375,2500,2625,2750,2875,3000,3125,3250,3375,3500,3625,3750,3875,4000,4125,4250,4375,4500,4625,4750,4875,5000
0.5,19.81,4.986,1.505,0.5166,0.1933,0.07741,0.03258,0.01431,0.006466,0.002996,0.001415,0.0006772,0.0003285,0.0001614,7.953e-05,3.957e-05,1.982e-05,9.994e-06,5.084e-06,2.595e-06,1.338e-06,6.911e-07,3.618e-07,1.898e-07,9.991e-08,5.263e-08,2.778e-08,1.449e-08,7.513e-09,3.811e-09,1.91e-09,9.218e-10,4.346e-10,1.959e-10,8.477e-11,3.477e-11,1.328e-11
0.75,19.77,4.995,1.504,0.5159,0.1929,0.07725,0.03258,0.01428,0.006457,0.002989,0.00141,0.0006757,0.0003287,0.0001608,7.95e-05,3.954e-05,1.984e-05,9.98e-06,5.07e-06,2.59e-06,1.335e-06,6.915e-07,3.613e-07,1.895e-07,1.002e-07,5.274e-08,2.763e-08,1.453e-08,7.515e-09,3.813e-09,1.899e-09,9.214e-10,4.342e-10,1.964e-10,8.481e-11,3.479e-11,1.335e-11
1.0,19.79,4.981,1.505,0.5161,0.1933,0.07735,0.03263,0.0143,0.006467,0.002991,0.001415,0.0006783,0.0003278,0.0001609,7.951e-05,3.953e-05,1.981e-05,9.998e-06,5.085e-06,2.601e-06,1.334e-06,6.943e-07,3.608e-07,1.895e-07,9.97e-08,5.277e-08,2.773e-08,1.449e-08,7.498e-09,3.823e-09,1.9e-09,9.246e-10,4.342e-10,1.965e-10,8.48e-11,3.468e-11,1.335e-11
1.25,19.8,4.994,1.508,0.5179,0.1935,0.07738,0.03264,0.01426,0.006465,0.002991,0.001411,0.0006777,0.0003289,0.0001614,7.948e-05,3.958e-05,1.979e-05,9.981e-06,5.075e-06,2.593e-06,1.333e-06,6.929e-07,3.609e-07,1.9e-07,9.994e-08,5.249e-08,2.784e-08,1.448e-08,7.497e-09,3.807e-09,1.909e-09,9.217e-10,4.34e-10,1.958e-10,8.452e-11,3.472e-11,1.331e-11
1.5,19.87,4.999,1.509,0.5187,0.1933,0.07771,0.03277,0.01432,0.006478,0.003003,0.001418,0.0006788,0.0003283,0.0001612,7.986e-05,3.965e-05,1.985e-05,1.001e-05,5.069e-06,2.602e-06,1.337e-06,6.911e-07,3.619e-07,1.898e-07,9.982e-08,5.267e-08,2.778e-08,1.451e-08,7.514e-09,3.818e-09,1.904e-09,9.232e-10,4.333e-10,1.96e-10,8.51e-11,3.465e-11,1.326e-11
1.75,19.88,5.019,1.516,0.5189,0.1942,0.07779,0.03271,0.0144,0.006504,0.00301,0.001424,0.0006797,0.0003301,0.0001618,7.992e-05,3.971e-05,1.986e-05,1.003e-05,5.084e-06,2.603e-06,1.338e-06,6.945e-07,3.609e-07,1.898e-07,1e-07,5.281e-08,2.774e-08,1.45e-08,7.497e-09,3.81e-09,1.902e-09,9.213e-10,4.341e-10,1.961e-10,8.497e-11,3.478e-11,1.33e-11
2.0,19.98,5.036,1.522,0.5216,0.1952,0.07835,0.03296,0.01444,0.006535,0.003024,0.001427,0.0006832,0.0003314,0.0001619,8.002e-05,3.982e-05,1.993e-05,1.006e-05,5.105e-06,2.609e-06,1.339e-06,6.938e-07,3.621e-07,1.899e-07,1.003e-07,5.266e-08,2.776e-08,1.455e-08,7.509e-09,3.823e-09,1.904e-09,9.227e-10,4.339e-10,1.97e-10,8.487e-11,3.473e-11,1.335e-11
2.25,20.13,5.077,1.534,0.5244,0.1969,0.07878,0.03311,0.01451,0.006574,0.003044,0.001436,0.000688,0.0003332,0.0001628,8.049e-05,4.004e-05,1.994e-05,1.009e-05,5.106e-06,2.611e-06,1.34e-06,6.952e-07,3.607e-07,1.901e-07,9.999e-08,5.275e-08,2.774e-08,1.452e-08,7.489e-09,3.828e-09,1.9e-09,9.275e-10,4.343e-10,1.959e-10,8.529e-11,3.484e-11,1.327e-11
2.5,20.38,5.122,1.55,0.5314,0.1984,0.07966,0.03348,0.01468,0.006628,0.00307,0.001444,0.0006926,0.0003353,0.0001638,8.085e-05,4.022e-05,2.014e-05,1.013e-05,5.137e-06,2.617e-06,1.344e-06,6.964e-07,3.627e-07,1.904e-07,1.003e-07,5.288e-08,2.778e-08,1.452e-08,7.483e-09,3.822e-09,1.894e-09,9.243e-10,4.343e-10,1.957e-10,8.459e-11,3.468e-11,1.332e-11
2.75,20.6,5.185,1.568,0.5396,0.2015,0.08056,0.03385,0.01488,0.006715,0.003102,0.00146,0.0006996,0.0003394,0.0001657,8.177e-05,4.048e-05,2.031e-05,1.018e-05,5.155e-06,2.635e-06,1.352e-06,6.99e-07,3.644e-07,1.91e-07,1.004e-07,5.293e-08,2.776e-08,1.454e-08,7.493e-09,3.818e-09,1.905e-09,9.228e-10,4.336e-10,1.974e-10,8.484e-11,3.476e-11,1.329e-11
3.0,20.97,5.304,1.6,0.547,0.2052,0.08223,0.03455,0.01512,0.006819,0.003152,0.001484,0.0007094,0.0003423,0.0001676,8.256e-05,4.086e-05,2.042e-05,1.028e-05,5.2e-06,2.646e-06,1.356e-06,7.02e-07,3.656e-07,1.91e-07,1.006e-07,5.294e-08,2.787e-08,1.453e-08,7.506e-09,3.817e-09,1.907e-09,9.253e-10,4.35e-10,1.973e-10,8.457e-11,3.479e-11,1.336e-11
3.25,21.42,5.411,1.64,0.5608,0.21,0.08382,0.03531,0.01542,0.006961,0.003217,0.001515,0.0007216,0.0003494,0.0001702,8.38e-05,4.147e-05,2.064e-05,1.034e-05,5.24e-06,2.664e-06,1.365e-06,7.048e-07,3.674e-07,1.919e-07,1.009e-07,5.3e-08,2.793e-08,1.456e-08,7.53e-09,3.824e-09,1.914e-09,9.25e-10,4.332e-10,1.961e-10,8.489e-11,3.464e-11,1.332e-11
3.5,21.95,5.555,1.683,0.5769,0.2159,0.08614,0.03631,0.01585,0.007149,0.003296,0.001547,0.0007367,0.000356,0.0001737,8.533e-05,4.215e-05,2.099e-05,1.051e-05,5.291e-06,2.693e-06,1.378e-06,7.121e-07,3.688e-07,1.928e-07,1.01e-07,5.314e-08,2.795e-08,1.457e-08,7.538e-09,3.827e-09,1.911e-09,9.266e-10,4.347e-10,1.966e-10,8.477e-11,3.466e-11,1.336e-11
