,250,500,750,1000,1250,1500,1750,2000,2250,2500
0.25,930.5,19.95,1.524,0.196,0.0332,0.006548,0.001418,0.0003314,7.951e-05,1.986e-05
0.5,933.9,19.87,1.523,0.1969,0.03336,0.006533,0.00142,0.0003287,7.977e-05,1.981e-05
1.0,933.3,19.89,1.524,0.1971,0.0334,0.006499,0.00142,0.0003285,7.991e-05,1.981e-05
1.5,937.6,19.95,1.526,0.1974,0.03329,0.006546,0.001418,0.0003311,8e-05,1.984e-05
2.0,938.1,20.19,1.545,0.1986,0.0337,0.006554,0.001433,0.0003313,7.996e-05,1.983e-05
2.5,951.7,20.41,1.56,0.2024,0.03421,0.006654,0.001451,0.0003345,8.124e-05,2.012e-05
3.0,977.5,21.14,1.623,0.2085,0.03507,0.006864,0.001481,0.0003423,8.257e-05,2.046e-05
3.5,1021.0,22.22,1.708,0.2199,0.03686,0.007199,0.001549,0.0003556,8.497e-05,2.094e-05
