,dLQ,sLQ,non-res
All,1.0,1.0,1.0
Maximum 1 light lepton,0.967685,0.9552283333333333,0.9632333333333334
At least 2 leptons,0.164085,0.22431666666666666,0.21007333333333333
Exactly 2 leptons,0.15894333333333333,0.21921,0.20880666666666667
hadronic selection,0.068405,0.09372833333333333,0.09311833333333333
sLQ selection,0.02859,0.051285,0.023615
DeltaR > 0.3,0.02859,0.051285,0.023615
