,dLQ,sLQ,non-res
All,1.0,1.0,1.0
Maximum 1 light lepton,0.9660866666666666,0.95639,0.9656833333333333
At least 2 leptons,0.168155,0.21987666666666666,0.20005333333333333
Exactly 2 leptons,0.16299666666666668,0.21510166666666666,0.19897166666666666
semileptonic selection,0.09377166666666667,0.12388666666666667,0.108605
non-resonant selection,0.010933333333333333,0.033593333333333336,0.077875
DeltaR > 0.3,0.010933333333333333,0.033593333333333336,0.077875
