,dLQ,sLQ,non-res
All,1.0,1.0,1.0
Maximum 1 light lepton,0.9661633333333334,0.95615,0.9644733333333333
At least 2 leptons,0.16621,0.22321666666666667,0.20365666666666668
Exactly 2 leptons,0.16086166666666665,0.21809833333333334,0.20249
semileptonic selection,0.09253166666666666,0.12593833333333335,0.11195333333333334
dLQ selection,0.043456666666666664,0.021341666666666665,0.0034633333333333335
DeltaR > 0.3,0.043456666666666664,0.021341666666666665,0.0034633333333333335
