,dLQ,sLQ,non-res
All,1.0,1.0,1.0
Maximum 1 light lepton,0.9794775,0.96370875,0.9569933333333334
At least 2 leptons,0.10487,0.1794375,0.23614
Exactly 2 leptons,0.101615,0.17527375,0.23455333333333334
hadronic selection,0.04328125,0.074065,0.10204
non-resonant selection,0.0062925,0.02196625,0.07155333333333333
DeltaR > 0.3,0.0062925,0.02196625,0.07155333333333333
