,dLQ,sLQ,non-res
All,1.0,1.0,1.0
Maximum 1 light lepton,0.9661633333333334,0.95615,0.9644733333333333
At least 2 leptons,0.16621,0.22321666666666667,0.20365666666666668
Exactly 2 leptons,0.16086166666666665,0.21809833333333334,0.20249
hadronic selection,0.06833,0.09216,0.09053666666666667
non-resonant selection,0.008596666666666667,0.025683333333333332,0.06491166666666667
DeltaR > 0.3,0.008596666666666667,0.025683333333333332,0.06491166666666667
