,dLQ,sLQ,non-res
All,1.0,1.0,1.0
Maximum 1 light lepton,0.96606,0.95727,0.9674
At least 2 leptons,0.16734833333333332,0.21594,0.19381333333333334
Exactly 2 leptons,0.16242833333333334,0.21116166666666666,0.19262833333333335
hadronic selection,0.06896833333333334,0.089545,0.087295
dLQ selection,0.030928333333333332,0.0149,0.00245
DeltaR > 0.3,0.030928333333333332,0.0149,0.00245
